Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-12-31,13.018388748168945,13.114119243433588,12.878781023033149,13.09966024211231,192424000
2021-01-04,13.076726913452148,13.61421596546019,12.926150323127079,13.067503164125954,560640000
2021-01-05,13.367159843444824,13.405800875139692,13.050300910946934,13.063014829846537,322760000
2021-01-06,12.57912540435791,13.207857143489328,12.55070572206963,13.185420201840708,580424000
2021-01-07,13.30657958984375,13.340235478052634,12.850363041122911,12.931135270824335,461480000
2021-01-08,13.239517211914062,13.383362603495904,13.005425734005303,13.325027318748608,292528000
2021-01-11,13.583300590515137,13.92184894045649,13.32502709160105,13.381118966632627,518344000
2021-01-12,13.446935653686523,13.715929810060743,13.307578014456512,13.713934612043133,291476000
2021-01-13,13.493803024291992,13.586791799856059,13.347465053272895,13.452170148278045,210028000
2021-01-14,13.163232803344727,13.561612396886156,13.143538544960627,13.536932045657988,283120000
2021-01-15,12.823436737060547,13.287880328629798,12.812467905007326,13.190903071841593,277780000
2021-01-19,12.988723754882812,13.057280388815155,12.807981463243154,12.979748217546279,226188000
2021-01-20,13.32827091217041,13.392839062776265,13.020137375418026,13.07498250117972,258572000
2021-01-21,13.828612327575684,13.959992973771397,13.215835495319384,13.380871079540578,337780000
2021-01-22,13.674047470092773,13.802935556370324,13.589036624292714,13.701470507641192,246820000
2021-01-25,13.614962577819824,13.789721185785888,13.19938129579068,13.74310221612875,251112000
2021-01-26,13.397573471069336,13.606485325863583,13.34995690590269,13.542415511367036,163980000
2021-01-27,12.881525039672852,13.19564126498745,12.75787222578399,13.19289858121172,371272000
2021-01-28,13.014400482177734,13.3023413819018,12.924154394726525,12.959804528349476,228316000
2021-01-29,12.953323364257812,13.297356163278318,12.875292865521274,13.03833420279187,271552000
2021-02-01,13.199880599975586,13.2335355380806,12.866567471839382,13.01664572884835,217204000
2021-02-02,13.518732070922852,13.533938558603332,13.248242035181995,13.361175169955763,220440000
2021-02-03,13.49255657196045,13.89268122482267,13.478595893291107,13.597759985933012,245408000
2021-02-04,13.625930786132812,13.635154533800035,13.30034647317784,13.493054232332696,201340000
2021-02-05,13.552884101867676,13.698724671420008,13.507761064835176,13.6865090793891,169152000
2021-02-08,14.3982572555542,14.433158947018137,13.68875246708094,13.68875246708094,434624000
2021-02-09,14.223252296447754,14.542354624618508,14.182616068463537,14.300534356614135,287560000
2021-02-10,14.722846031188965,14.863201253824297,14.301282039333971,14.422690490908412,485352000
2021-02-11,15.207983016967773,15.229423311893008,14.883147095100519,14.938242328908395,450828000
2021-02-12,14.919294357299805,15.24836885971314,14.73356597486961,15.007795360880671,374756000
2021-02-16,15.287259101867676,15.329391251477393,14.908075461379754,15.022005252212074,321960000
2021-02-17,14.864198684692383,15.180808421709868,14.738551627972099,15.128454926659813,274756000
2021-02-18,14.787415504455566,14.83154095008502,14.53412713480313,14.687695554072727,233868000
2021-02-19,14.88464069366455,15.13443792178438,14.805114282360956,14.982365438062779,271724000
2021-02-22,14.315492630004883,15.090812459281109,14.284828587536415,14.7333173121364,325884000
2021-02-23,14.102343559265137,14.198822514035365,13.351953168163426,14.03578021297403,391780000
2021-02-24,14.458337783813477,14.46606655901246,13.71742146446716,14.083143645243931,448320000
2021-02-25,13.270180702209473,14.33443798699334,13.179187133736889,14.006110991803554,824436000
2021-02-26,13.676041603088379,13.815648400098299,13.323532538638371,13.713934197276801,500932000
2021-03-01,13.802933692932129,13.885950280412095,13.515242901527062,13.836090305328044,353184000
2021-03-02,13.368654251098633,13.881461918922543,13.358432904337935,13.861019225401146,264116000
2021-03-03,12.768841743469238,13.413777543276217,12.762858052083374,13.388598869860433,377592000
2021-03-04,12.335561752319336,12.938616576022513,12.049865163193754,12.764854597565634,573344000
2021-03-05,12.426556587219238,12.514808445147853,11.646499709299345,12.514808445147853,542840000
2021-03-08,11.560738563537598,12.43627563829937,11.534063017322843,12.415085459306246,543112000
2021-03-09,12.489449501037598,12.5857115477266,12.029583156574535,12.100408589821392,521824000
2021-03-10,12.437575340270996,12.948065579929416,12.426851970545927,12.808909118795265,384376000
2021-03-11,12.96153450012207,13.014155316080448,12.703171840009764,12.918141567568973,299916000
2021-03-12,12.824373245239258,12.857042807221505,12.559027830206189,12.617134005807182,243964000
2021-03-15,13.158797264099121,13.174259200116992,12.735840584975177,12.833100567176805,221988000
2021-03-16,13.258549690246582,13.479254929027192,13.084478549342348,13.323638599724422,272128000
2021-03-17,13.308428764343262,13.4201527389685,12.957543753879627,13.00767018394586,243864000
2021-03-18,12.691202163696289,13.151567029011133,12.685715853663865,13.104184222736647,293896000
2021-03-19,12.81414794921875,12.88971194628079,12.58147210380223,12.718633648966629,299208000
2021-03-22,13.153810501098633,13.36154823506086,12.874998085903743,12.880983842945088,297804000
2021-03-23,13.038592338562012,13.311668185976108,12.989213658903179,13.221640212354417,222048000
2021-03-24,12.611896514892578,13.126877093413306,12.605662461359328,13.118896401350066,245840000
2021-03-25,12.504411697387695,12.683470687202513,12.241809920894694,12.468750209276983,295144000
2021-03-26,12.807663917541504,12.82462229390924,12.343059962632033,12.523614443030619,363968000
2021-03-29,12.916394233703613,13.030363335870426,12.668754976475395,12.788708883498062,273520000
2021-03-30,12.84008502960205,12.943330782149033,12.673745284717413,12.810408344776906,200204000
2021-03-31,13.315413475036621,13.437362342286544,12.950562913977166,12.983481725827332,314776000
2021-04-01,13.777770042419434,13.835876207679082,13.47800848016425,13.538859226814786,308276000
2021-04-05,13.95309066772461,13.979525226057607,13.699216354541514,13.833385984222154,255672000
2021-04-06,13.827401161193848,14.01967698259922,13.739618291490467,13.965311422908092,191744000
2021-04-07,14.10870361328125,14.208457016295897,13.677766286592616,13.846599423020441,251284000
2021-04-08,14.281780242919922,14.435900177020958,14.213946732959487,14.217688306990038,244416000
2021-04-09,14.364574432373047,14.372555124634204,14.140128521718337,14.179032137087,195172000
2021-04-12,15.171584129333496,15.314731433707978,14.104465977801848,14.254596031105418,869324000
2021-04-13,15.640928268432617,15.661378021363982,15.088540447915161,15.194030388057516,676212000
2021-04-14,15.239418029785156,15.681826557633755,15.190039338700716,15.586561501348141,385500000
2021-04-15,16.09755516052246,16.17436541470877,15.593048591540859,15.623972472177224,598480000
2021-04-16,15.8733549118042,16.125982027135557,15.826220403097025,16.01350839262557,335208000
2021-04-19,15.323959350585938,15.768613030073256,15.19552623110338,15.498279788357147,404420000
2021-04-20,15.133927345275879,15.458875362058153,14.926189618252145,15.285552882888071,334132000
2021-04-21,15.322710037231445,15.324704972178079,15.065095154602076,15.081554081407855,216776000
2021-04-22,14.813715934753418,15.400518892869922,14.747129626728535,15.337174711025497,277788000
2021-04-23,15.227696418762207,15.29727466051768,14.863594577488568,14.897510379080412,227500000
2021-04-26,15.439922332763672,15.440920276031514,15.087791058443576,15.147643871309407,197796000
2021-04-27,15.343908309936523,15.63194762998392,15.316725060501184,15.540173958472135,164572000
2021-04-28,15.239167213439941,15.494039448295446,15.178068161200418,15.32670177309296,209416000
2021-04-29,15.287047386169434,15.398522104278095,15.03442032014005,15.36211192586429,173196000
2021-04-30,14.972576141357422,15.327201831127287,14.96010708165607,15.13717115419707,201912000
2021-05-03,14.800248146057129,15.209239297695012,14.751119662695535,15.087788953016753,203912000
2021-05-04,14.315943717956543,14.601489619166298,13.975783018917165,14.601240371190695,405324000
2021-05-05,14.422930717468262,14.777057880701475,14.35210528482162,14.672814191288305,292024000
2021-05-06,14.487271308898926,14.535402805545267,14.183022295182871,14.459589562260682,193380000
2021-05-07,14.775809288024902,14.93391906739071,14.635654875272314,14.771819417961543,229328000
2021-05-10,14.230653762817383,14.769574480986956,14.214942578988863,14.750870418906874,268904000
2021-05-11,14.271055221557617,14.319435968974824,13.716174016861329,13.790989321233113,285584000
2021-05-12,13.724651336669922,14.225166920041739,13.67552285196865,13.975033276670255,303408000
2021-05-13,13.631630897521973,14.046109333462992,13.42588811866728,13.999224078927785,285404000
2021-05-14,14.207961082458496,14.292752013541277,13.714677433186372,13.855829803441582,258616000
2021-05-17,14.130651473999023,14.134392096499555,13.819419695219413,14.122172285711322,216980000
2021-05-18,13.981269836425781,14.368814302100715,13.96954852184947,14.231902003595811,186256000
2021-05-19,14.031146049499512,14.044862298330735,13.509931447897435,13.533123876129947,344000000
2021-05-20,14.57655143737793,14.647626114558799,14.23539279664413,14.267313661284234,321592000
2021-05-21,14.954869270324707,15.184553200910209,14.832920407509066,15.126446072779812,672992000
2021-05-24,15.57359504699707,15.706267289464801,15.138666782179941,15.175076969588284,554816000
2021-05-25,15.609253883361816,15.779583475638967,15.444410600364295,15.72721286252232,435408000
2021-05-26,15.661376953125,15.754896323009897,15.547907279022002,15.69554295501756,370440000
2021-05-27,15.449897766113281,15.71125330157703,15.421966770902706,15.66112686872143,581476000
2021-05-28,16.20453453063965,16.237454287840492,15.462864882329143,15.462864882329143,644536000
2021-06-01,16.224491119384766,16.34793739550379,15.864129823309375,16.229978381608333,472804000
2021-06-02,16.73697280883789,16.877128178251017,16.195558646312733,16.21226777374694,594168000
2021-06-03,16.92799949645996,17.21653919121197,16.542201731687715,16.659662203794827,580008000
2021-06-04,17.535005569458008,17.61755040818045,17.053443272743788,17.070399745238127,617120000
2021-06-07,17.57564926147461,17.76867368683714,17.150449463478136,17.528018177546315,575756000
2021-06-08,17.414052963256836,17.578147544430767,17.20855848653228,17.4841296925654,323848000
2021-06-09,17.319515228271484,17.535782653047317,17.21724494368834,17.47666498952007,381656000
2021-06-10,17.3861141204834,17.452965945027934,17.137671136572692,17.311282630136223,287772000
2021-06-11,17.78546905517578,17.899214954964485,17.40482022564648,17.440489877133697,416308000
2021-06-14,17.978538513183594,17.999242253062135,17.623333969257686,17.866041024862966,321376000
2021-06-15,17.748807907104492,17.976050499289112,17.688443709180554,17.875026725443956,243032000
2021-06-16,17.770509719848633,17.914688031036157,17.545263461195876,17.751054402065236,307124000
2021-06-17,18.615617752075195,18.79297075616805,17.71662916794355,17.73483795778775,809656000
2021-06-18,18.59715461730957,19.331761477324207,18.542526359488548,18.742080787588076,968856000
2021-06-21,18.386125564575195,18.495132769923824,17.782974818131443,18.394107132326592,672384000
2021-06-22,18.8446044921875,18.921434238935472,18.344972300218704,18.430282227083815,580144000
2021-06-23,19.01472282409668,19.110010659811476,18.865556539871367,18.965333770522275,332356000
2021-06-24,19.162641525268555,19.37666328306946,19.045652733544433,19.184842999806214,320924000
2021-06-25,18.988534927368164,19.302333968295713,18.852340103189597,19.237478474504314,278364000
2021-06-28,19.940401077270508,20.03394186005266,19.2758869909924,19.318042384046755,495436000
2021-06-29,19.9820613861084,20.053899319285392,19.61313549933401,19.838132408460762,367632000
2021-06-30,19.957866668701172,20.117509490168736,19.81942620130902,19.954623798999663,326568000
2021-07-01,20.166898727416992,20.41035374685743,19.974328596973308,20.080092966260256,480136000
2021-07-02,20.441286087036133,20.459496781014884,20.242481411960746,20.39464128513215,342764000
2021-07-06,20.652311325073242,20.795490483018398,20.304839002416227,20.69122385571064,446708000
2021-07-07,20.326292037963867,20.828419199873718,20.286631589318432,20.806967540702345,418428000
2021-07-08,19.858339309692383,20.08807493944189,19.65679038448507,19.812193120256214,503300000
2021-07-09,20.005508422851562,20.035442165140385,19.710169397353443,19.917954748254353,296624000
2021-07-12,20.466726303100586,20.48692953104882,20.142700097359224,20.194833408061367,321984000
2021-07-13,20.20481300354004,20.41559191282485,20.069116801359257,20.35497651465563,290708000
2021-07-14,19.797224044799805,20.372188248728314,19.70867315158552,20.312322668503903,380100000
2021-07-15,18.92392349243164,19.80270862400988,18.816414013293638,19.76753757883624,550564000
2021-07-16,18.120473861694336,19.114251622677635,18.032670884319224,18.988034723757636,688224000
2021-07-19,18.737842559814453,18.999506326648362,17.825631445000248,17.875271703441314,749060000
2021-07-20,18.570466995239258,18.795962510715192,18.123466749051826,18.688203709705867,434687000
2021-07-21,19.366689682006836,19.48342919463294,18.700180942970537,18.83986794741702,371017000
2021-07-22,19.550275802612305,19.84262124158665,19.232984628727042,19.59816902543563,323826000
2021-07-23,19.514354705810547,19.656038014900673,19.207041478833922,19.612135581591964,195672000
2021-07-26,19.250947952270508,19.398616517231275,18.87179481933325,19.267910216356587,203943000
2021-07-27,19.165136337280273,19.57821202904054,18.699177517637054,19.22200834655241,248863000
2021-07-28,19.459476470947266,19.60215699543012,18.95261072554939,19.27588707854818,202191000
2021-07-29,19.61812400817871,19.808697767774508,19.28486780665784,19.475441566253632,190781000
2021-07-30,19.455490112304688,19.586196410986457,19.220016666249848,19.374669578351813,183497000
2021-08-02,19.7059268951416,19.916456479690652,19.317795028840045,19.656039233859172,217444000
2021-08-03,19.770782470703125,20.17687382086152,19.17710902193863,19.69594907533359,301811000
2021-08-04,20.228755950927734,20.272658383096573,19.78375021069901,19.945389340104725,231309000
2021-08-05,20.5909481048584,20.68673455278522,20.296606314971207,20.454254685259734,211435000
2021-08-06,20.3205509185791,20.524096148760073,20.164898907628032,20.478199273286513,178497000
2021-08-09,20.249713897705078,20.462237955728927,20.098052643578864,20.400376028225207,146443000
2021-08-10,19.891517639160156,20.384414859661476,19.79074126476952,20.276656037908232,179238000
2021-08-11,19.65504264831543,20.00426203166139,19.386643798764577,19.998274902544892,185925000
2021-08-12,19.860584259033203,19.984306207882916,19.576220366137818,19.825662510999912,151652000
2021-08-13,20.14295196533203,20.168894922983885,19.806704058002392,19.860584414299286,183063000
2021-08-16,19.905485153198242,20.24173307870981,19.40959249424926,20.090071818954495,210876000
2021-08-17,19.41457748413086,19.725881495356077,19.224003737171717,19.641070192734382,204585000
2021-08-18,18.997509002685547,19.590183225168474,18.957597357921568,19.456481498919505,285913000
2021-08-19,19.753822326660156,20.449267516834226,18.720132893608813,19.450499831207676,766555000
2021-08-20,20.769550323486328,20.818440769765257,19.888521263811523,19.946390500496992,675741000
2021-08-23,21.909000396728516,21.947912925807106,20.903250350633197,20.924203397298,575807000
2021-08-24,21.744369506835938,21.90999945326239,21.486945796783075,21.70445975402652,297299000
2021-08-25,22.163429260253906,22.419855713761294,21.673525742463315,21.688491659774787,347701000
2021-08-26,22.018756866455078,22.290149269083127,21.74137733496381,22.15046228289111,237940000
2021-08-27,22.585493087768555,22.671301641719566,22.11753968140407,22.134501948062578,304722000
2021-08-30,22.637371063232422,22.99157841787661,22.500677648901885,22.779054385708566,262580000
2021-08-31,22.3389892578125,22.648351539197673,22.07453455787261,22.648351539197673,259850000
2021-09-01,22.394872665405273,22.650346976918826,22.311045692279038,22.438782848035817,201767000
2021-09-02,22.349964141845703,22.546559703912333,22.2491719184046,22.47171310768264,187834000
2021-09-03,22.79604721069336,22.93875292763135,22.15436923092753,22.279112296634487,280532000
2021-09-07,22.615415573120117,22.85192789740587,22.475702069426948,22.78606358536251,198107000
2021-09-08,22.293081283569336,22.563524132265776,21.931823984385463,22.466723400904264,254434000
2021-09-09,22.13141441345215,22.491672425697235,22.08550944017978,22.266137144440457,196856000
2021-09-10,22.431798934936523,22.57949354520945,22.22422627932548,22.302065073465506,248376000
2021-09-13,22.10646629333496,22.916797475878276,21.81306999526155,22.637372339454643,297500000
2021-09-14,22.1962833404541,22.36393729454732,22.04060385304118,22.229214551396048,199755000
2021-09-15,22.295076370239258,22.321023900271747,21.920847204700245,22.2631425592537,166538000
2021-09-16,22.1962833404541,22.231211247556853,21.881930273101137,22.137404596562575,156033000
2021-09-17,21.854984283447266,22.275118448091163,21.78512847263095,22.25416170484627,294503000
2021-09-20,21.069602966308594,21.38894489978741,20.619529786404915,21.102534175277412,349440000
2021-09-21,21.202327728271484,21.380958731216275,20.90693664793861,21.372975754388563,204688000
2021-09-22,21.89589500427246,21.91485504680401,21.15242569269624,21.322076293117334,268726000
2021-09-23,22.4357852935791,22.488675841781284,21.845001277296493,22.094487365537624,248555000
2021-09-24,22.03561019897461,22.10347121162325,21.816063110959004,22.02463313008802,217655000
2021-09-27,21.615476608276367,21.754190825746935,21.28116613158087,21.66537306934412,245215000
2021-09-28,20.656457901000977,21.374979343182257,20.60855621773175,21.17040074443421,343069000
2021-09-29,20.47482681274414,20.973799045887088,20.424928447373038,20.8969576569864,218394000
2021-09-30,20.673416137695312,21.022697064179454,20.645473815850814,20.725309293039082,221009000
2021-10-01,20.699365615844727,20.816123798789594,20.161472062841753,20.707348593286746,240978000
2021-10-04,19.69144058227539,20.499775067963235,19.51480436585159,20.461853071607546,345635000
2021-10-05,20.408964157104492,20.60555973549591,19.81319114034007,19.90899448692086,279282000
2021-10-06,20.657453536987305,20.677410981952494,20.038727060788936,20.07864575757577,297202000
2021-10-07,21.03167724609375,21.278169233572847,20.92888834187174,21.04864059401469,256919000
2021-10-08,20.788175582885742,21.162404668273087,20.732290949773294,21.05762098118724,151258000
2021-10-11,20.65245819091797,21.019701745235178,20.468836413759362,20.532705933838944,163388000
2021-10-12,20.628509521484375,21.013715764405212,20.485803813514003,20.78518639102628,162134000
2021-10-13,20.895954132080078,20.946849883438986,20.670418895804758,20.87499739389011,180652000
2021-10-14,21.70130157470703,21.710281948455567,21.078583653114016,21.24424280701027,243589000
2021-10-15,21.81706428527832,21.88592270608786,21.617476507999847,21.76517112056883,226994000
2021-10-18,22.17631721496582,22.245175611760306,21.599504419018132,21.704290011729686,189494000
2021-10-19,22.244184494018555,22.333000354248618,21.991704268986588,22.23021142807593,161473000
2021-10-20,22.057565689086914,22.38688726459648,21.936814127495424,22.259150122667332,146276000
2021-10-21,22.645355224609375,22.66431717444452,22.037607791883655,22.051578953476707,187590000
2021-10-22,22.679285049438477,23.08245393094305,22.514625207539453,22.776085781397935,249384000
2021-10-25,23.11838150024414,23.306992179062902,22.723195589304648,22.925777429517396,230235000
2021-10-26,24.666194915771484,25.207082591726095,23.874825605142483,23.939692534950368,485898000
2021-10-27,24.400737762451172,25.03842414765746,24.232084541266754,24.423691198422762,245990000
2021-10-28,24.889734268188477,24.89871654547079,24.47259418957567,24.826864037496623,234204000
2021-10-29,25.514446258544922,25.656154574337645,24.94861229510661,24.94960969141113,292503000
2021-11-01,25.77391242980957,25.84077414831852,25.17514534532995,25.59627881018903,265740000
2021-11-02,26.34673309326172,26.623164159534607,25.74696858717895,25.768924631119912,294112000
2021-11-03,26.5433292388916,26.728947751139437,26.181076395550274,26.615181750416074,239910000
2021-11-04,29.739744186401367,31.300528538400503,27.062258570177605,27.173030468903853,1153631000
2021-11-05,29.69084358215332,31.335454820246646,29.34954562668809,30.124948877614052,851260000
2021-11-08,30.740680694580078,31.036071770159673,29.845523288055762,30.0870264157735,503101000
2021-11-09,30.593982696533203,32.243586659600666,29.9024083019337,32.215644336725056,646746000
2021-11-10,29.398439407348633,30.78658061053337,28.718839614146965,29.29565241308277,636206000
2021-11-11,30.327529907226562,30.527119549916076,29.715791021450595,30.405370591178073,332172000
2021-11-12,30.327529907226562,30.616934698783563,29.56909192980548,29.948311870229972,413054000
2021-11-15,29.963281631469727,30.581008726244367,29.186880973756832,30.48919878124828,384909000
2021-11-16,30.140913009643555,30.32752888145792,29.644934915209124,29.697827367892437,264484000
2021-11-17,29.200855255126953,30.446291154053746,28.740802374447846,30.355476692185867,428508000
2021-11-18,31.609893798828125,32.69266275409548,31.256621326269865,32.30047278795472,781711000
2021-11-19,32.917198181152344,33.01998709870693,31.839418254930216,32.17672282311157,533867000
2021-11-22,31.890310287475586,34.575778624471646,31.834425645300712,33.44810039838388,754335000
2021-11-23,31.680742263793945,32.29348042683594,30.8165213124232,31.47017556009909,532163000
2021-11-24,32.60683059692383,32.787458264671194,30.864419626497114,31.396324862137504,435162000
2021-11-26,31.438243865966797,32.64276162923178,31.285558488884924,32.532987132035885,283069000
2021-11-29,33.307395935058594,33.34332123751521,31.970150118608004,32.299473639315565,454964000
2021-11-30,32.60882568359375,33.28443590404543,31.798496565026007,33.100812239560405,622066000
2021-12-01,31.374221801757812,33.22463920028377,31.31932783633501,33.15477484562234,484368000
2021-12-02,32.063880920410156,32.41520148440624,30.96500997117329,31.15364560383076,472890000
2021-12-03,30.633657455444336,32.066881845701786,30.071744357446725,31.93812964626088,544325000
2021-12-06,29.97892951965332,30.18253369080409,27.983793678236385,29.82223155843537,658938000
2021-12-07,32.36431121826172,32.38627185620061,30.59174545827344,30.8971555680558,593053000
2021-12-08,31.76446533203125,32.227568898635525,31.360247705435075,31.937131175325288,475551000
2021-12-09,30.43105125427246,32.142737576964656,30.369170849219458,31.672645621504326,488507000
2021-12-10,30.139612197875977,31.24447216645624,29.80326389312655,31.089771173245374,488825000
2021-12-13,28.10655403137207,30.235431505717692,28.06164095629319,30.190518430638814,598344000
2021-12-14,28.28221321105957,28.62255352658214,27.1973149206465,27.645446231268327,667035000
2021-12-15,30.40011215209961,30.441033250824958,27.7841791365001,28.345092875773645,698297000
2021-12-16,28.332120895385742,31.099760799877707,28.038690540501786,31.091776844328315,707366000
2021-12-17,27.74725914001465,28.86609245085054,27.706338030639497,27.93090346920665,713758000
2021-12-20,27.6654109954834,28.089588585739136,27.09252129792592,27.25221181922181,461847000
2021-12-21,29.0187931060791,29.0637061884339,27.348027584677354,28.319148062823466,524385000
2021-12-22,29.34316062927246,29.497861653248666,28.393998983391853,28.8351458054204,395184000
2021-12-23,29.58269500732422,30.00088555963705,29.374099442198006,29.697472444063603,343022000
2021-12-27,30.885169982910156,31.026895635110456,29.582692792715033,29.602654581173876,403686000
2021-12-28,30.263378143310547,31.269428770384458,29.95397610422819,31.251463920554766,420591000
2021-12-29,29.942995071411133,30.488938376760974,29.309222561431618,30.214470446589925,343139000
2021-12-30,29.52880096435547,30.39811732399104,29.482890369605972,29.769334255327937,308864000
2021-12-31,29.354135513305664,29.971940112811122,29.274290262971935,29.616627511446417,266530000
2022-01-03,30.06276512145996,30.651624582903967,29.727414293582168,29.75735697767053,391547000
2022-01-04,29.23337173461914,30.40909369115047,28.294191075815277,30.218462985082912,527154000
2022-01-05,27.55063247680664,29.359129558729837,27.479770596008006,28.893031463942076,498064000
2022-01-06,28.123523712158203,28.383021289445175,27.012676481336786,27.586563706783856,454186000
2022-01-07,27.194324493408203,28.367054067504238,27.004691277778065,28.086597173535353,409939000
2022-01-10,27.347023010253906,27.415889845673522,25.594417635721964,26.529606264497083,594681000
2022-01-11,27.763219833374023,28.010741462593767,26.787111899859354,27.27017541907624,404089000
2022-01-12,27.944866180419922,28.53971261700627,27.554621408963357,28.012733594807443,383413000
2022-01-13,26.52362060546875,28.42493625647017,26.446767908799874,28.324131697586143,540171000
2022-01-14,26.88991355895996,27.144421643836736,26.15932835464321,26.24915451358075,395832000
2022-01-18,25.852920532226562,26.586500135365398,25.720178245364497,26.209230679570027,424270000
2022-01-19,25.01853370666504,26.49167977055228,25.003563317549837,26.02857809333129,488315000
2022-01-20,24.103309631347656,25.529547751569282,24.031448328745114,25.25507979883061,435181000
2022-01-21,23.328807830810547,24.775005651877514,23.21802238406454,23.46155010178448,718958000
2022-01-24,23.326812744140625,23.334796698374127,20.847616010504623,22.286827510617645,913982000
2022-01-25,22.28084373474121,22.898648499905033,21.957470669729386,22.502414696970085,664616000
2022-01-26,22.72797393798828,24.010489477432596,22.256886340278513,23.195069558309832,755959000
2022-01-27,21.90157699584961,23.948612493124184,21.633096035086837,23.522437945377376,573353000
2022-01-28,22.79584312438965,22.81380797435671,21.25482754600818,21.96944289295478,543774000
2022-01-31,24.438657760620117,24.461614007193518,23.007430303531233,23.137178118250812,564680000
2022-02-01,24.590370178222656,25.096390012740084,23.843815119185024,25.055468908649303,518925000
2022-02-02,25.19319725036621,25.767084393020323,24.505528293848347,25.74413004951072,543419000
2022-02-03,23.901700973510742,25.02851797372646,23.734026501108175,24.410715212297134,410178000
2022-02-04,24.271982192993164,24.58737122731306,23.58631015608026,23.925652956622258,354829000
2022-02-07,24.680192947387695,25.133313778359717,24.155208910844877,24.324880318773864,376868000
2022-02-08,25.05945587158203,25.18121973728533,23.933636493420686,24.31190344360398,410359000
2022-02-09,26.653371810913086,26.67333360228873,25.30398631469552,25.57246536515148,524282000
2022-02-10,25.77407455444336,26.872945852936223,25.55050858235371,25.944745396249605,513200000
2022-02-11,23.902698516845703,26.10144045086066,23.727040089477473,25.865896651576726,605472000
2022-02-14,24.22008514404297,24.82690950810967,23.70907395093763,23.88772874556484,440424000
2022-02-15,26.443777084350586,26.49367965605607,24.73608458162661,24.900764591183574,699869000
2022-02-16,26.459741592407227,26.53060536722061,25.502596150742473,26.2082299220689,732676000
2022-02-17,24.459619522094727,25.735148587356477,24.118281669763785,25.58044757027019,810595000
2022-02-18,23.59629249572754,24.937693968010514,23.055340541376445,24.620307973876027,761255000
2022-02-22,23.344778060913086,24.017474761924387,22.955532681143488,22.990464861191477,633422000
2022-02-23,22.34371566772461,24.108298935289074,22.257883403820344,23.755980792771823,566511000
2022-02-24,23.702083587646484,23.75398309385858,20.84960958989138,20.97436790845925,735801000
2022-02-25,24.11029624938965,24.17017971684617,23.335797438813806,23.67514026050262,528866000
2022-02-28,24.337860107421875,24.617319507774436,23.66117129286935,23.945620189807933,477319000
2022-03-01,23.431612014770508,24.3298735989293,23.08727967661712,24.244039418095717,412056000
2022-03-02,24.177291870117188,24.365959685395882,23.373712936549165,23.714111250736686,389642000
2022-03-03,23.67218589782715,24.283106273216287,23.427617067609017,24.219218042700607,365095000
2022-03-04,22.89555549621582,23.63824300925391,22.442355607308915,23.342765447634537,431415000
